hotel_name;region;ratings;price;start_date;end_date
삼해인관광호텔;제주 시내, 제주;8.0;174151;2023-07-26 12:38:30.798332;2023-07-30 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;271760;2023-07-26 12:38:30.798332;2023-07-30 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;266600;2023-07-26 12:38:30.798332;2023-07-30 12:38:30.798332
파르나스 호텔 제주;중문 해수욕장, 서귀포;9.1;2576938;2023-07-26 12:38:30.798332;2023-07-30 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
신라스테이 제주;제주 시내, 제주;7.8;637065;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
스위트 호텔 제주;중문 해수욕장, 서귀포;8.1;1086008;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
그림리조트;제주 시내, 제주;7.2;336690;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
제주 필 하우스;조천읍, 제주;7.8;270900;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;200000;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;605085;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;2016000;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;879780;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;183784;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
골드원 호텔&스위트;서귀포시, 서귀포;8.4;1445669;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;185932;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;183150;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
호텔난타 제주;제주;8.5;522450;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
더 그랜드 섬오름;서귀포시, 서귀포;8.4;1237498;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
벨룸리조트;서귀포;8.9;1919520;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
WE호텔 제주;서귀포;8.5;3368966;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;877870;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;252147;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;419680;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
더 큐브 리조트 제주;서귀포;8.1;631215;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;213548;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;339700;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;339700;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
파르나스 호텔 제주;중문 해수욕장, 서귀포;9.1;3185538;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;177375;2023-07-26 12:38:30.798332;2023-07-31 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
신라스테이 제주;제주 시내, 제주;7.8;767745;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
그림리조트;제주 시내, 제주;7.2;510840;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
제주 필 하우스;조천읍, 제주;7.8;325080;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;240000;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;729495;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;2409000;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;1074150;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;220540;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
골드원 호텔&스위트;서귀포시, 서귀포;8.4;1745957;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;223118;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;219780;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
호텔난타 제주;제주;8.5;626940;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
벨룸리조트;서귀포;8.9;2303424;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
WE호텔 제주;서귀포;8.5;4719000;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;1108800;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;302592;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;495360;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;261309;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;407640;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;412800;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
파르나스 호텔 제주;중문 해수욕장, 서귀포;9.1;3835066;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;212850;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;567600;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;2354000;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;3578831;2023-07-26 12:38:30.798332;2023-08-01 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
신라스테이 제주;제주 시내, 제주;7.8;898425;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
그림리조트;제주 시내, 제주;7.2;595980;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
제주 필 하우스;조천읍, 제주;7.8;379260;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;280000;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;1522500;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;2847000;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;1248060;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;257297;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;298520;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;256410;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
호텔난타 제주;제주;8.5;731430;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
벨룸리조트;서귀포;8.9;2687328;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
WE호텔 제주;서귀포;8.5;5522000;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;1300950;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;368779;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;571040;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;304857;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;475580;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;485900;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
파르나스 호텔 제주;중문 해수욕장, 서귀포;9.1;4484467;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;248325;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;696600;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;2750000;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;4197632;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;416240;2023-07-26 12:38:30.798332;2023-08-02 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
신라스테이 제주;제주 시내, 제주;7.8;1029105;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
그림리조트;제주 시내, 제주;7.2;681120;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;341165;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;320000;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;1740000;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;3210000;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;1421970;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;294054;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;293040;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
호텔난타 제주;제주;8.5;835920;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
벨룸리조트;서귀포;8.9;3071232;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
WE호텔 제주;서귀포;8.5;6314001;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;1493100;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;652548;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;646720;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;371520;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;543520;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;692300;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;283800;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;808400;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;3146000;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;5166700;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;567600;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
비스타케이 호텔 월드컵;서귀포시, 서귀포;7.7;3243408;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
루시드엠;안덕면, 서귀포;8.4;1049200;2023-07-26 12:38:30.798332;2023-08-03 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
그림리조트;제주 시내, 제주;7.2;766260;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;383811;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;360000;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;1957500;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;3638000;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;1595880;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;329670;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
호텔난타 제주;제주;8.5;940410;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
벨룸리조트;서귀포;8.9;3455136;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
WE호텔 제주;서귀포;8.5;6382049;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;1685250;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;473351;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;1335510;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;722400;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;417960;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;611460;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;778300;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;319275;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;920200;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;3542000;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;5856400;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;640700;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
비스타케이 호텔 월드컵;서귀포시, 서귀포;7.7;3655176;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
루시드엠;안덕면, 서귀포;8.4;1186800;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
그랜드 조선 제주;중문 해수욕장, 서귀포;8.7;4887772;2023-07-26 12:38:30.798332;2023-08-04 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
그림리조트;제주 시내, 제주;7.2;851400;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;426457;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;400000;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;2175000;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;4066000;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;1780020;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;366300;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
호텔난타 제주;제주;8.5;1044900;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
벨룸리조트;서귀포;8.9;3833709;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
WE호텔 제주;서귀포;8.5;7887001;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;1877400;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;815685;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;1564200;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;798080;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;464400;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;679400;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;864300;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;354750;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;1032000;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;3938000;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;6546100;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;709500;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
비스타케이 호텔 월드컵;서귀포시, 서귀포;7.7;4066944;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
루시드엠;안덕면, 서귀포;8.4;1324400;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
그랜드 조선 제주;중문 해수욕장, 서귀포;8.7;5440914;2023-07-26 12:38:30.798332;2023-08-05 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
그림리조트;제주 시내, 제주;7.2;936540;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;469102;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;440000;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;2392500;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;4494000;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;1964160;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;402930;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
호텔난타 제주;제주;8.5;1149390;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
벨룸리조트;서귀포;8.9;4212281;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
WE호텔 제주;서귀포;8.5;8657001;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;2069550;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;897253;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;1722600;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;873760;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;510840;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;747340;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;950300;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;390225;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;1143800;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;4290000;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;7151100;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;778300;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
비스타케이 호텔 월드컵;서귀포시, 서귀포;7.7;4478712;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
루시드엠;안덕면, 서귀포;8.4;1462000;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
그랜드 조선 제주;중문 해수욕장, 서귀포;8.7;5994056;2023-07-26 12:38:30.798332;2023-08-06 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
그림리조트;제주 시내, 제주;7.2;1021680;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;511748;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;480000;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;2610000;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;4922000;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;2127840;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;439560;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
호텔난타 제주;제주;8.5;1253880;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
벨룸리조트;서귀포;8.9;4580189;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
WE호텔 제주;서귀포;8.5;9427001;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;2252250;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;978822;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;1874400;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;949440;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;557280;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;815280;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1036300;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;425700;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;1221200;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;4642000;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;7683500;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;842800;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
비스타케이 호텔 월드컵;서귀포시, 서귀포;7.7;4886804;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
루시드엠;안덕면, 서귀포;8.4;1599600;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
그랜드 조선 제주;중문 해수욕장, 서귀포;8.7;6446628;2023-07-26 12:38:30.798332;2023-08-07 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
그림리조트;제주 시내, 제주;7.2;1106820;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;554394;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;520000;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;2827500;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;5350000;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;2291520;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;476190;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
호텔난타 제주;제주;8.5;1358370;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
벨룸리조트;서귀포;8.9;4918771;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
WE호텔 제주;서귀포;8.5;10197001;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;2434950;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;1060391;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;2026200;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;1025120;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;603720;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;883220;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1122300;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;461175;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;1298600;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;4994000;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;8215900;2023-07-26 12:38:30.798332;2023-08-08 12:38:30.798332
