hotel_name;region;ratings;price;start_date;end_date
그랜드 하얏트 제주;제주 시내, 제주;8.9;7315000;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;3028080;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;661621;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;659340;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
호텔난타 제주;제주;8.5;1880820;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
빨간풍차펜션;구좌읍, 제주;7.1;1228338;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
벨룸리조트;서귀포;8.9;6585021;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
WE호텔 제주;서귀포;8.5;13992000;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;3316950;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;1468233;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;2890800;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;1403520;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;835920;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;1222920;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1535100;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;638550;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;6886000;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;10877900;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;1229800;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
비스타케이 호텔 월드컵;서귀포시, 서귀포;7.7;7305941;2023-07-22 12:38:30.798332;2023-08-09 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
그림리조트;제주 시내, 제주;7.2;1575090;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;806560;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;760000;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;4132500;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
제주센트럴파크레지던스;제주 시내, 제주;8.5;1150404;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;7733000;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;3181530;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;698378;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;695970;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
호텔난타 제주;제주;8.5;1985310;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
빨간풍차펜션;구좌읍, 제주;7.1;1302642;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
벨룸리조트;서귀포;8.9;6907607;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;3499650;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;1549801;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;3052500;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;1479200;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;882360;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;1290860;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1621100;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;674025;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;7238000;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;11361900;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;1294300;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
비스타케이 호텔 월드컵;서귀포시, 서귀포;7.7;8969805;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
루시드엠;안덕면, 서귀포;8.4;2494000;2023-07-22 12:38:30.798332;2023-08-10 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
그림리조트;제주 시내, 제주;7.2;1660230;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;849205;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;800000;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;4350000;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
제주센트럴파크레지던스;제주 시내, 제주;8.5;1208080;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;8151000;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;3345210;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;735135;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;732600;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
호텔난타 제주;제주;8.5;2089800;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
빨간풍차펜션;구좌읍, 제주;7.1;1376946;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;3691800;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;1631370;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;3214200;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;1554880;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;928800;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;1358800;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1707100;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;709500;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;7590000;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;11870100;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;1358800;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
비스타케이 호텔 월드컵;서귀포시, 서귀포;7.7;9444330;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
루시드엠;안덕면, 서귀포;8.4;2614400;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
그랜드 조선 제주;중문 해수욕장, 서귀포;8.7;9916342;2023-07-22 12:38:30.798332;2023-08-11 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
그림리조트;제주 시내, 제주;7.2;1745370;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;891851;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;840000;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;4567500;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
제주센트럴파크레지던스;제주 시내, 제주;8.5;1191300;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;8569000;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;3529350;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;771891;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;769230;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
호텔난타 제주;제주;8.5;2194290;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
빨간풍차펜션;구좌읍, 제주;7.1;1451250;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;3883950;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;1712939;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;3389100;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;1630560;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;1543700;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;1426740;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1793100;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;744975;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;7986000;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;12402500;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;1427600;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
비스타케이 호텔 월드컵;서귀포시, 서귀포;7.7;9918855;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
루시드엠;안덕면, 서귀포;8.4;2734800;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
그랜드 조선 제주;중문 해수욕장, 서귀포;8.7;10378971;2023-07-22 12:38:30.798332;2023-08-12 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
그림리조트;제주 시내, 제주;7.2;1830510;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;934497;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;880000;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;4785000;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
제주센트럴파크레지던스;제주 시내, 제주;8.5;1245583;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;8987000;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;3723720;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;808648;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;805860;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
호텔난타 제주;제주;8.5;2298780;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
빨간풍차펜션;구좌읍, 제주;7.1;1525554;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;4076100;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;1794507;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;3564000;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;1706240;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;1621100;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;1494680;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1879100;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;780450;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;8382000;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;13055900;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;1496400;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
비스타케이 호텔 월드컵;서귀포시, 서귀포;7.7;10393380;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
루시드엠;안덕면, 서귀포;8.4;2855200;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
그랜드 조선 제주;중문 해수욕장, 서귀포;8.7;11555659;2023-07-22 12:38:30.798332;2023-08-13 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
그림리조트;제주 시내, 제주;7.2;1915650;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;977142;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;920000;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;5002500;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
제주센트럴파크레지던스;제주 시내, 제주;8.5;1299866;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;9405000;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;3907860;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;845405;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;842490;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
호텔난타 제주;제주;8.5;2403270;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
빨간풍차펜션;구좌읍, 제주;7.1;1581282;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;4268250;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;1876075;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;3732300;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;1781920;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;1698500;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;1562620;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1965100;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;815925;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;8778000;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;13745600;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;1560900;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
비스타케이 호텔 월드컵;서귀포시, 서귀포;7.7;10867905;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
루시드엠;안덕면, 서귀포;8.4;2975600;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
그랜드 조선 제주;중문 해수욕장, 서귀포;8.7;12088687;2023-07-22 12:38:30.798332;2023-08-14 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
그림리조트;제주 시내, 제주;7.2;2000790;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;1019788;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;960000;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;5220000;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
제주센트럴파크레지던스;제주 시내, 제주;8.5;1354149;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;9823000;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;4092000;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;882162;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;879120;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
호텔난타 제주;제주;8.5;2507760;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
빨간풍차펜션;구좌읍, 제주;7.1;1637010;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;4460400;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;3900600;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;1857600;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;1775900;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;1630560;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;2051100;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;851400;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;9174000;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;14374800;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;1625400;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
비스타케이 호텔 월드컵;서귀포시, 서귀포;7.7;11342430;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
루시드엠;안덕면, 서귀포;8.4;3096000;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
그랜드 조선 제주;중문 해수욕장, 서귀포;8.7;12621716;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
유앤아이 게스트하우스;제주 시내, 제주;8.1;1056000;2023-07-22 12:38:30.798332;2023-08-15 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
그림리조트;제주 시내, 제주;7.2;2085930;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;1062434;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;1000000;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;5437500;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
제주센트럴파크레지던스;제주 시내, 제주;8.5;1408432;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;10241000;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;4245450;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;918918;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;915750;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
호텔난타 제주;제주;8.5;2612250;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
빨간풍차펜션;구좌읍, 제주;7.1;1692738;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;4624200;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;4062300;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;1933280;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;1853300;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;1698500;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;2128500;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;886875;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;9526000;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;14810400;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;1689900;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
비스타케이 호텔 월드컵;서귀포시, 서귀포;7.7;11816955;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
루시드엠;안덕면, 서귀포;8.4;3216400;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
그랜드 조선 제주;중문 해수욕장, 서귀포;8.7;13024002;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
유앤아이 게스트하우스;제주 시내, 제주;8.1;1100000;2023-07-22 12:38:30.798332;2023-08-16 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
그림리조트;제주 시내, 제주;7.2;2171070;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
호텔 케니 서귀포;서귀포시, 서귀포;8.1;1103225;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;1040000;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;5655000;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
제주센트럴파크레지던스;제주 시내, 제주;8.5;1462716;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;10659000;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;4388670;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;955675;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;952380;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
호텔난타 제주;제주;8.5;2716740;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
빨간풍차펜션;구좌읍, 제주;7.1;1748466;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;4788000;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;4217400;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;2015840;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;1926400;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;1766440;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;2205900;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;922350;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;9878000;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;15233900;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;1754400;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
비스타케이 호텔 월드컵;서귀포시, 서귀포;7.7;12291480;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
루시드엠;안덕면, 서귀포;8.4;3336800;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
그랜드 조선 제주;중문 해수욕장, 서귀포;8.7;13426288;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
유앤아이 게스트하우스;제주 시내, 제주;8.1;1144000;2023-07-22 12:38:30.798332;2023-08-17 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
그림리조트;제주 시내, 제주;7.2;2256210;2023-07-22 12:38:30.798332;2023-08-18 12:38:30.798332
